Name,Abbreviation,CID,Guest_Type,CID_resolved,IUPAC_Name_resolved,Common_Name_resolved,SMILES_resolved,Formula_resolved,InChIKey_resolved,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Ciprofloxacin,CPFX,2764,Pharmaceutical,2764,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,C17H18FN3O3,MYSWGUAQZAJSOK-UHFFFAOYSA-N,14.607685185185183,14.607685185185183,0.1372078136810282,-1.2751022303881248,0.8932298763507216,18.125,331.34700000000004,313.20300000000003,331.13321965599994,126,0,0.3407230786793809,-0.4774970228339016,0.4774970228339016,0.3407230786793809,1.25,1.9583333333333333,2.5833333333333335,19.14221557544899,10.090180914172336,2.2763834013285016,-2.297744100277089,2.3770727924665436,-2.43489158164818,5.93258744823747,0.06945569478799431,3.403898859383536,1.9485981247024458,882.760256896872,16.844570503761737,13.088143604314618,13.088143604314618,11.558550648063802,8.13388326683475,8.13388326683475,6.373312034026568,6.373312034026568,4.729110360732636,4.729110360732636,3.3138575734326077,3.3138575734326077,-2.41,672746.5705685621,15.137295119421712,5.592172599010578,2.4478616810646066,137.04307093590964,19.89032537748887,11.38067233274289,0.0,5.428790391900541,0.0,5.969305287951849,4.794537184071822,9.184952231746642,0.0,0.0,0.0,24.974377382775238,43.80393423887613,11.204086992299825,14.291479626587348,22.559616494716465,0.0,9.883888251797686,0.0,18.88348407499998,31.078935354500782,39.93357761725155,0.0,0.0,15.64548872675735,10.077801322358383,0.0,0.0,41.82195795423421,0.0,5.817220841045895,29.241472750768796,23.124114892608116,0.0,10.902924932081056,0.0,74.57000000000001,17.215316520898284,19.086016810659167,0.0,16.991516535309753,24.293599804124977,25.93115605767717,12.263210640074686,6.06636706846161,9.467009378641833,5.316788604006331,0.0,16.43241047808012,0.0,25.714565710964518,12.6196285019594,0.1594360985134804,-1.755300643086537,3.07809812505249,3.290533509700176,2.9606282188163497,0.0,0.4117647058823529,24,2,6,1,1,2,0,1,1,2,0,0,4,2,7,2,3,1,1,2,0,0,3.5270986245819436,4,1.5833,88.47900000000006,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Atenolol,AT,2249,Pharmaceutical,2249,2-[4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]acetamide,atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,C14H22N2O3,METKIMKYRPQLGS-UHFFFAOYSA-N,10.74650781595826,10.74650781595826,0.22342602157943037,-0.5484295214999582,0.637673978167625,12.421052631578947,266.34099999999995,244.16499999999996,266.163042564,106,0,0.2213390427012444,-0.49084910947086335,0.49084910947086335,0.2213390427012444,1.368421052631579,2.0,2.526315789473684,16.4892017970335,10.135428507437313,2.058698782222431,-2.146590390007379,2.1227700032754084,-2.3467490856239834,5.760774776208165,-0.11689712002277113,2.345334627091968,2.346203475304779,390.18247960279086,14.25071237662706,11.42648240431471,11.42648240431471,8.96923425058676,6.385697080128182,6.385697080128182,4.814816657955222,4.814816657955222,2.505817681830794,2.505817681830794,1.5277985474625226,1.5277985474625226,-1.5899999999999999,13068.204542156445,15.467438253877082,7.759435821524982,6.785046519560318,113.30999399703728,20.893846429809273,18.460360185545124,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,25.980208536304467,17.696185628620217,12.586597235060536,6.4208216229260096,14.637927532712576,5.907179729351506,0.0,5.316788604006331,5.733667477162185,32.41410323920353,13.151638370425493,29.828919765543436,0.0,5.749511833283905,15.787319034968565,0.0,5.749511833283905,0.0,36.31115271151397,11.21535880699783,0.0,19.410925891078243,24.26546827384644,0.0,0.0,0.0,84.58,6.103966387748303,9.901064578912528,0.0,18.934883316790433,18.33610906834444,5.563451491696996,0.0,24.26546827384644,13.847474399381248,5.316788604006331,10.470530430962235,5.453870937263794,0.0,10.74650781595826,12.815085272605115,5.9573771903383275,0.30617384866611386,7.446397675404294,-0.3250034999205278,4.766257426351291,0.0,0.5,19,4,5,0,0,0,1,1,0,1,1,0,4,3,5,0,8,0,0,0,0,1,6.3167681291768245,1,0.4521,73.98090000000002,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Estrone,E1,5870,Pharmaceutical,5870,"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,C18H22O2,DNXHEGUUPJUMQT-CBZIJGRNSA-N,12.261953206826043,12.261953206826043,0.03215352576215702,-0.03215352576215702,0.7778844237760111,39.05,270.37199999999996,248.19599999999994,270.161979944,106,0,0.13855567934776142,-0.5079560321952997,0.5079560321952997,0.13855567934776142,1.2,2.05,2.9,16.25471538959562,9.554594378469547,2.539261579747411,-2.4784042483954085,2.59055025740009,-2.41963264366603,5.867884424316855,-0.12886192656785142,2.7412569097074844,1.7284412573952104,576.7809963203815,13.905412915006313,12.062204188220864,12.062204188220864,9.593172145670254,7.9451867937222,7.9451867937222,7.216626093249668,7.216626093249668,6.419141686010243,6.419141686010243,5.339786647568971,5.339786647568971,-1.31,62569.18896407333,12.43213917090245,4.094792569960965,1.5377621231173344,119.74897088390837,5.106527394840706,11.532756779648844,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,12.990104268152233,73.11746337343145,11.83581209232279,0.0,9.901064578912528,5.783244946364939,0.0,0.0,17.250802561719567,51.36657298340809,0.0,29.32600418877882,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,10.889772341205646,11.21535880699783,17.250802561719567,56.07265434387607,18.19910120538483,0.0,0.0,0.0,37.3,0.0,9.901064578912528,0.0,5.41499046939678,29.286474918133024,32.10410811463005,17.54772460632,0.0,12.13273413692322,12.990104268152233,0.0,0.0,0.0,12.261953206826043,9.66558891650477,2.7452775022045857,2.7848295514193335,5.8977185689090454,6.343482825228857,2.2178160955740323,0.0,0.6111111111111112,20,1,2,3,0,3,0,1,0,1,4,0,2,1,2,0,0,2,0,2,0,4,2.5453515552866013,4,3.8174000000000032,77.73080000000004,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketoprofen,KETO,3825,Pharmaceutical,3825,2-(3-benzoylphenyl)propanoic acid,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,C16H14O3,DKYWVDODHFEZIM-UHFFFAOYSA-N,12.243546390778533,12.243546390778533,0.09718631897203278,-0.8987869530528256,0.8528036890699656,11.842105263157896,254.285,240.17299999999994,254.094294308,96,0,0.3101857384443935,-0.4807884998513802,0.4807884998513802,0.3101857384443935,0.9473684210526315,1.5789473684210527,2.210526315789474,16.366434075566715,9.95713553227558,2.1552632330084696,-2.0808338799225656,2.1835805574788405,-2.0868156191264347,6.086486129291249,-0.137866448594847,2.463074257573089,2.3400417314396122,602.4009276194483,13.828062645816686,10.537212868323945,10.537212868323945,9.092224152875016,6.018606434161971,6.018606434161971,4.380537845114364,4.380537845114364,3.055219667252702,3.055219667252702,1.8480184490952878,1.8480184490952878,-2.42,22591.317090460372,13.022119949627315,5.48174392776679,2.8809965743383805,111.065543735431,5.106527394840706,0.0,5.783244946364939,0.0,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,48.53093654769288,18.55355575984923,11.126902983393991,5.917906046161393,14.69560176298435,11.75255023431679,0.0,0.0,0.0,12.841643245852017,0.0,71.28765809124549,0.0,0.0,0.0,0.0,0.0,0.0,16.859077629157497,4.794537184071822,0.0,34.326534905014825,54.59730361615449,0.0,0.0,0.0,54.370000000000005,11.887211334113243,9.589074368143644,0.0,5.783244946364939,16.690354475090988,0.0,0.0,55.4546737473835,6.06636706846161,0.0,5.106527394840706,0.0,0.0,23.209487626470853,8.997030199438207,1.7441751700680277,-1.6177109053497936,15.728089337944134,0.0,1.605595238095238,0.0,0.125,19,1,3,0,0,0,0,2,0,2,1,0,2,1,3,0,4,0,0,0,0,1,3.757048787395806,2,3.1057000000000006,72.36730000000004,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Triclosan,TCS,5564,Pharmaceutical,5564,"5-chloro-2-(2,4-dichlorophenoxy)phenol",triclosan,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,C12H7Cl3O2,XEFQLINVKFYRCS-UHFFFAOYSA-N,9.619554971165421,9.619554971165421,0.05229938271604939,-0.05229938271604939,0.8286850628089901,10.294117647058824,289.54499999999996,282.489,287.951162504,88,0,0.16871390166303316,-0.5042031316845323,0.5042031316845323,0.16871390166303316,0.8235294117647058,1.411764705882353,2.0,35.497910245886835,10.279407662947472,2.0750750782760634,-2.088715574351261,2.361441612232679,-1.8553717301679695,6.351081320478905,0.41125767151211357,2.251279230597277,2.3122378354877973,505.9421592432012,12.413849083443589,8.453456920129259,10.721243758184624,8.0585506480638,4.674869541152853,5.808762960180537,3.2888525696187103,4.568924257303286,2.034826296921987,2.8003900677145026,1.2532758781535327,1.8666891995174282,-1.0899999999999994,6760.591529483623,12.369104292002639,5.046296347606327,2.9732672324480336,113.30607498790891,9.843390348640755,5.749511833283905,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,30.33183534230805,16.111633695944263,5.022633313741326,9.843390348640755,34.802819670697545,0.0,0.0,0.0,0.0,0.0,51.46610235199364,0.0,17.248535499851716,4.736862953800049,0.0,17.248535499851716,34.802819670697545,5.106527394840706,0.0,0.0,0.0,36.39820241076966,15.067899941223978,0.0,0.0,29.46,0.0,5.106527394840706,0.0,11.49902366656781,20.817411774507885,0.0,6.06636706846161,30.33183534230805,0.0,0.0,39.5396826244976,5.450679012345679,17.4239577909353,0.0,10.931204158618183,0.0,0.6350261400856645,9.392466231348505,0.0,0.0,0.0,0.0,17,1,2,0,0,0,0,2,0,2,0,0,2,1,5,0,2,0,0,0,0,0,3.671656812464392,2,5.144700000000002,69.65280000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-beta-Estradiol,E2,5757,Pharmaceutical,5757,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,C18H24O2,VOXZDWNPVJITMN-ZBRFXRBCSA-N,10.372486615016378,10.372486615016378,0.08827338960275499,-0.08827338960275499,0.7571697435556861,42.7,272.388,248.19599999999994,272.177630008,108,0,0.11537061826422038,-0.5079560321952997,0.5079560321952997,0.11537061826422038,1.15,2.0,2.85,16.269137177768485,9.5521140978416,2.5378422381153776,-2.4966273038731757,2.603738953521027,-2.434211651519902,5.396715522090719,-0.022575026859024915,2.7412569097074844,1.7111998765070122,538.2198018097886,13.905412915006313,12.178519762446586,12.178519762446586,9.593172145670254,8.092631572702832,8.092631572702832,7.436274352474407,7.436274352474407,6.660103851837375,6.660103851837375,5.541204479556272,5.541204479556272,-1.02,62569.18896407333,12.700482099286223,4.2366779154371,1.604791759224291,120.38168253606062,10.213054789681411,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.990104268152233,84.95327546575425,0.0,6.103966387748303,10.213054789681411,0.0,0.0,0.0,17.250802561719567,57.47053937115639,0.0,29.32600418877882,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,16.317021177429716,6.4208216229260096,17.250802561719567,56.07265434387607,18.19910120538483,0.0,0.0,0.0,40.46,0.0,10.213054789681411,0.0,11.518956857145081,17.58532392560669,25.18037091493942,30.38936785217202,0.0,12.13273413692322,12.990104268152233,0.0,0.0,0.0,0.0,20.0496733276644,2.991817090262031,2.488895646993365,5.955254314688839,6.780339821113631,2.317353132611069,0.0,0.6666666666666666,20,2,2,3,0,3,0,1,0,1,5,0,2,2,2,0,0,2,0,2,0,5,2.6903926012725075,4,3.6092000000000026,78.73060000000004,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-alpha-Ethinylestradiol,EE2,57495718,Pharmaceutical,57495718,"(8R,9S,14S,17S)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",17-alpha-ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,C20H24O2,BFPYWIDHMRZLRN-LXKKFAQKSA-N,10.9072088372386,10.9072088372386,0.12763963687326818,-0.9187799456202228,0.7180018360911578,42.86363636363637,296.40999999999997,272.21799999999996,296.177630008,116,0,0.1303358784852834,-0.5079560321952997,0.5079560321952997,0.1303358784852834,1.2272727272727273,2.0454545454545454,2.8181818181818183,16.286057871300496,9.531586134083426,2.6051941799842484,-2.5162824974712095,2.6362045431955847,-2.4961247096590338,5.402636961818884,-0.06464647342410743,2.790408774112263,1.721704964542758,658.1613573389167,15.535169427003234,13.178519762446586,13.178519762446586,10.483112013795047,8.50334458083506,8.50334458083506,7.798061396688736,7.798061396688736,7.1004743637201875,7.1004743637201875,5.821907213476904,5.821907213476904,-1.4599999999999997,148000.49097014032,14.152613321456492,4.521896298442718,1.664422092346401,132.1107921567131,10.213054789681411,11.350562644267594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,18.910538587007878,79.53828499635746,5.41499046939678,0.0,10.213054789681411,0.0,0.0,0.0,17.250802561719567,56.96762379439177,0.0,29.32600418877882,0.0,18.093296047759807,0.0,0.0,5.749511833283905,0.0,15.8141056006651,6.4208216229260096,29.59458677619547,56.07265434387607,18.19910120538483,0.0,0.0,0.0,40.46,5.601050810983688,10.213054789681411,0.0,5.41499046939678,23.503229971768086,38.524929737556064,11.126902983393991,0.0,12.13273413692322,18.910538587007878,6.423349895620259,0.0,0.0,0.0,20.628043391943553,1.691829530423281,4.817586370885207,5.874709624590577,11.77246869028705,2.2153623918703285,0.0,0.6,22,2,2,3,0,3,0,1,0,1,5,0,2,2,2,0,0,2,0,2,0,5,2.9089386268902366,4,3.6126000000000027,86.50660000000003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sulfadiazine,SSD,5215,Pharmaceutical,5215,4-amino-N-pyrimidin-2-ylbenzenesulfonamide,sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,C10H10N4O2S,SEEPANYCNGTZFQ-UHFFFAOYSA-N,11.880950491307633,11.880950491307633,0.031782407407407565,-3.6606481481481477,0.7871395577774677,11.058823529411764,250.283,240.20299999999997,250.05244656,88,0,0.2637233954888739,-0.3987277171274398,0.3987277171274398,0.2637233954888739,1.0588235294117647,1.6470588235294117,2.235294117647059,32.233271045576984,10.319170390655497,2.1415057650483513,-2.054683408933426,2.136710750473386,-2.1428245429362165,7.923068764373256,0.6005673369912363,2.300312365529372,2.2855090743996467,595.9628413066204,12.303118619434356,8.737974215908514,9.55447079683624,8.077316827624754,4.731902005098876,6.215065252693267,3.2469326282650774,4.929334869674596,1.9818256722069905,3.325896564155853,1.1778813725604536,2.135887798712802,-2.15,7471.4145632394,11.338809720466916,4.380095906611953,2.6977263506132765,98.57832206048987,5.733667477162185,0.0,0.0,5.948339280986494,10.023291153407584,0.0,0.0,23.10784889067544,0.0,0.0,0.0,30.33183534230805,18.081073417909714,4.895483475517775,8.417796984328938,21.65901670907764,0.0,9.967957041894417,0.0,4.895483475517775,10.455762341614273,42.7255224855342,0.0,0.0,10.455762341614273,11.635725555670057,0.0,0.0,18.385754026223353,10.023291153407584,0.0,0.0,47.62100596105198,0.0,0.0,0.0,97.97,10.023291153407584,8.417796984328938,0.0,10.84382275650427,5.687386274683562,0.0,36.65915541707259,6.06636706846161,0.0,14.690051906346504,5.733667477162185,26.025085034013603,0.0,7.672129314688839,0.0,5.982518837016492,0.031782407407407565,7.461365065309871,2.904434156378601,0.0,-3.6606481481481477,0.0,17,3,6,0,0,0,0,1,1,2,0,0,5,2,7,1,3,0,0,0,0,0,2.921474943674645,2,0.8595999999999999,63.69490000000002,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clofibric-acid,CLF,2797,Pharmaceutical,2797,2-(4-chlorophenoxy)-2-methylpropanoic acid,clofibric acid,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,C10H11ClO3,TXCGAZHTZHNUAI-UHFFFAOYSA-N,10.741274705355394,10.741274705355394,0.4877777777777783,-1.2283437263794403,0.8414278696289341,11.071428571428571,214.648,203.55999999999997,214.039671892,76,0,0.34695272609642047,-0.47830431383727967,0.47830431383727967,0.34695272609642047,1.3571428571428572,1.8571428571428572,2.2857142857142856,35.49569104429171,10.126545700701996,2.28642981006883,-2.2078610743044873,2.202220592892142,-2.3733047081101857,6.301079781106163,-0.15169678933747285,2.082298871294528,2.78645821345238,329.7252768616324,10.767584713501618,7.951075726195415,8.70700467221387,6.41552078507628,4.096328674996306,4.4742931480055335,3.371445150735785,3.8078809312077695,1.701685235129128,1.9536615504686128,0.8409209752209225,0.9669091328906648,-1.2199999999999998,1007.8326537065515,10.858247261345854,3.8814289100520467,2.6353839453400965,87.26373888571172,9.843390348640755,5.749511833283905,5.601050810983688,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,11.600939890232516,38.112942673227685,5.022633313741326,0.0,14.637927532712578,17.570245178184365,0.0,0.0,0.0,19.448525210364934,0.0,29.288101587587764,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,16.676883493776245,4.794537184071822,0.0,13.847474399381248,24.26546827384644,5.022633313741326,0.0,0.0,46.53,11.570356098935537,4.794537184071822,0.0,0.0,10.772145147025231,0.0,13.847474399381248,24.26546827384644,0.0,0.0,21.44433023887327,5.260061728395062,5.67357177850564,10.741274705355394,9.394507257635565,-1.2283437263794403,-0.5192129629629618,6.559211703199798,0.0,2.980040627362056,0.0,0.3,14,1,3,0,0,0,0,1,0,1,0,0,2,1,4,0,3,0,0,0,0,0,3.0103939166200897,1,2.5820000000000007,53.79480000000003,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxypurinol,OXP,135398752,Pharmaceutical,135398752,"1,7-dihydropyrazolo[5,4-d]pyrimidine-4,6-dione",Oxypurinol,O=c1[nH]c(=O)c2cn[nH]c2[nH]1,C5H4N4O2,HXNFUBHNUDHIGC-UHFFFAOYSA-N,10.925092592592593,10.925092592592593,0.3460648148148149,-0.5354166666666667,0.44866812387763694,10.545454545454545,152.113,148.081,152.033425368,56,0,0.3268314294084884,-0.29170350228031827,0.3268314294084884,0.29170350228031827,1.2727272727272727,2.090909090909091,2.909090909090909,16.155695291617505,10.436447351927518,1.990512575996048,-1.832197472310731,1.9397575986535573,-2.2065514071332806,5.7098460155801005,1.0443948606373132,2.337841088205032,3.146011472251401,490.64199370972545,7.8449349826912425,5.34106044561731,5.34106044561731,5.270856947829097,2.9287291125558164,2.9287291125558164,2.066925713680827,2.066925713680827,1.3495583498990709,1.3495583498990709,0.8688229901437728,0.8688229901437728,-1.85,514.325039405107,5.899350869955592,1.8152833600191707,0.7592026919690413,59.272669783578266,0.0,11.033401435232523,0.0,0.0,5.559266895052007,5.689743398203474,19.861176034267274,4.794537184071822,5.098681808301038,0.0,0.0,0.0,0.0,6.196843571613076,0.0,11.033401435232523,0.0,20.16532065849649,0.0,0.0,0.0,27.034928233012202,0.0,0.0,11.24901029325548,0.0,0.0,0.0,20.16532065849649,0.0,0.0,0.0,15.785917939756718,0.0,11.033401435232523,0.0,94.4,11.24901029325548,9.589074368143644,0.0,0.0,11.033401435232523,0.0,6.196843571613076,0.0,0.0,20.16532065849649,0.0,0.0,0.0,26.02236111111111,6.415231481481483,-0.6222222222222222,0.0,0.0,1.3512962962962962,0.0,0.0,0.0,11,3,6,0,0,0,0,0,2,2,0,0,3,3,6,2,0,0,0,0,0,0,0.973544860831364,2,-1.0605000000000002,37.33509999999998,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
